stn_code,stn_delay_all,stn_delay_nowinter,stn_traff
PK,43.0382160785,36.8435760833,4
PKR,34.2865135861,30.4082736189,70
PCLI,58.540594478,57.4730747283,10
PALM,14.8866604304,15.8453397165,4
PGT,36.71281581,31.422190725,146
PCV,12.7579719416,12.8027605377,8
PKO,7.20613721226,6.08020203013,27
PM,26.0409112114,26.0914699845,36
PAE,13.3354043307,14.9896795633,4
PLNI,5.56252798819,5.59220029816,13
PNU,27.2158999297,22.5029078534,108
PSA,29.4064218362,24.9022147214,106
PLD,18.9142484525,18.8093409184,5
PLJ,11.8789122696,9.51404445838,27
PLG,9.10628445043,7.4411317223,82
PGTN,10.2475371414,10.6046235296,8
PAIL,21.2593102562,14.6970752688,5
PMY,20.2224408758,21.1821028564,44
PLA,10.5346494658,9.85895481819,8
PLK,43.4566838706,39.7716562992,20
PBV,82.3223400129,77.9656756757,2
POA,9.71730386536,10.6017414923,14
PIT,0.922222222222,0.746198830409,10
PYD,12.4905993875,12.5818313307,13
PSO,11.590245898,12.6876307425,12
PWL,50.1015374569,41.8106127222,68
PMN,254.991320238,264.766523675,6
PBM,2.02552286919,1.33096811009,6
PMD,37.7013318689,35.2006327489,4
PAN,49.1670611574,41.1287443453,54
PAM,5.03336705691,5.31799365595,16
PNB,11.0424260955,9.61202308655,6
PCN,19.0945151527,20.7002701198,10
PNGM,16.3998877666,16.8075746222,8
PCR,6.86768735219,6.41005217706,12
PAW,8.09984900797,5.60838006859,16
PDW,111.21650826,92.571385264,18
PANP,11.9417376446,11.8893573619,26
PVR,21.0841033054,16.7458581115,18
PAR,63.7198222796,45.498696596,69
PMO,0.665835068953,0.727980523571,6
PGP,21.2906280122,17.0183620825,4
PLM,2.85602224295,2.18774801587,4
PNF,18.4750332406,12.7275465046,14
PJR,30.5565068039,22.9494815277,4
PNYA,110.862143249,95.1831453417,14
PJB,10.8074976901,9.67020942852,16
PHI,12.4422050218,10.5209001068,4
PNP,56.6149999267,41.2367223215,119
PASG,1.11111111111,0.0,6
PNK,161.359944078,144.622182501,22
PAO,10.1819564143,9.17226451391,20
PNPL,16.8248110842,15.3700768218,12
PPO,16.8206971851,15.8059047381,14
PRT,2.76294674213,2.03050782663,10
PN,14.9478368547,15.8781424581,2
PKU,7.3567168832,6.40951455763,167
PBW,13.5749396458,13.1673723963,12
PNVL,33.7215341875,29.6907153793,407
PNM,29.8687942947,31.3858054648,14
PML,3.75950992815,3.16088458848,26
PKL,10.0947586073,10.0963564385,6
PDG,44.810941712,28.4323843514,10
PRDP,22.2237264063,19.2260821594,12
PRDL,6.48671140334,5.85410833497,12
PRY,52.6878615661,49.0075356732,14
PMK,10.9143964763,5.49615077455,24
PS,20.9316168638,20.4925919021,8
PASA,12.3422475234,12.5846831701,22
PUX,61.2041764671,56.6338751222,12
PNME,131.261068228,101.202751907,57
PVU,14.3551556257,14.5153089255,28
PRB,20.5849771079,21.9864386006,10
PBN,18.039855055,13.146740008,82
PAD,9.0283915515,8.72459814178,24
PRWD,34.9182541212,28.8299021117,6
PIH,7.59146242761,8.63504503802,6
PSL,43.1604937458,41.6114853695,8
PRLI,11.9847702673,9.58476975226,36
PMU,175.24882107,163.769843396,16
PGI,20.2218101707,18.5952068151,42
PRBZ,18.6021394056,16.8473960994,24
PKRA,149.888238996,183.720396827,4
PSB,54.6395247431,45.6306264695,16
PRF,105.726862258,97.8772250607,19
PSV,2.39417233303,1.30130364896,8
PSD,34.2788940112,22.9642817106,13
PSLI,9.32203389831,6.25,3
PBH,120.379313428,99.3279980396,75
PTU,18.9837630134,14.0176738999,40
PVP,24.1927982659,23.1574109599,41
PVPT,26.5904986917,23.9056325582,33
PSDA,40.8708746545,37.7245932755,18
PSR,89.3864595705,80.3930251192,12
PLU,32.7287123757,30.8106905953,6
PTP,11.010484277,8.71585102317,12
PTRE,62.4381640259,47.6413773703,8
PAA,34.3365184668,26.6859477506,16
PTRD,27.4232493394,24.9056005774,40
PU,16.6246706352,17.1078717652,6
PTK,39.4231001928,33.3783955436,54
PTKC,99.6520219214,76.363843063,95
PEH,4.41718451082,4.43961566873,4
PHA,30.2570175707,24.2587910268,30
PTKD,4.44444444444,0.0,4
PKB,21.692920682,18.7136752137,2
PTLI,56.2370175153,50.7932783763,8
PARD,29.0144964587,21.3353730749,15
PTRL,3.98750425821,4.57084634972,5
PRI,50.5320275239,52.1963218532,9
PBL,17.016242444,10.4310206066,16
PTA,46.6839740991,34.8564685376,24
PPTA,218.076099118,167.132274279,47
PNBE,118.32758627,93.0740601716,249
PNC,104.04895435,86.5954064159,104
PTH,109.750560354,101.745902635,8
PTRU,138.575962699,122.230643322,28
PTZ,13.5177885312,10.0917655606,8
PTB,19.0451983182,17.3100572387,34
PKQ,9.33762521088,8.70525640966,14
PTWA,43.2200209773,42.7061477026,6
PCM,1.33716238833,1.5675469309,8
POE,80.4462187357,65.38792613,20
PDR,61.1557539683,44.2490310078,2
PAZ,21.1219638309,18.6939460112,22
PDX,5.40777152594,4.79921045685,115
PAY,23.3078432302,21.8963996429,52
PYOL,7.69129509544,7.86343392327,14
PBD,62.2051523866,58.7785836275,6
PAV,10.5915795066,8.57353451083,24
PDKM,11.273345579,12.2895260494,6
PAVP,48.0118101432,45.1525405203,10
PDNA,33.2824255588,35.4942332467,6
PKPU,8.74825587658,8.08675493939,8
PDPL,92.491123637,82.5864007339,38
PVD,27.8991317307,25.266685853,17
PPZ,98.5793872382,89.9192718541,10
PBP,15.4896294569,12.3981074105,10
PEN,48.4293896099,47.3261894449,8
PEC,1.11111111111,0.0,6
PDL,18.0822092706,16.458495691,14
PND,46.6409352993,34.5128311606,51
PDT,24.9998668024,24.3734368626,22
PAGM,7.97575428634,6.01035893111,12
PNDM,4.72001768019,4.40110367131,11
PKD,22.8803057305,21.3226616641,16
PUMU,9.71730386536,10.6017414923,14
PJ,38.8294561379,29.2742069601,26
PEM,3.70655901954,4.22871750715,15
PER,12.8198728251,9.16379116312,344
PRCA,30.3970456835,31.8456242895,12
PG,44.810941712,28.4323843514,10
PERN,49.4893139847,44.5295652009,18
PGZ,9.49340439725,9.76136524105,8
PLI,6.66146494019,6.68449443389,11
PGW,119.630623902,82.3931011551,97
PLCJ,29.8172533526,26.256158987,20
PUD,18.4547447051,20.5467691327,4
PFM,90.2008820359,84.5171482277,45
PHD,162.416259127,137.595329938,35
PEP,64.7972763779,61.1490083498,19
PES,62.2539894997,56.1642611218,17
PDJ,42.532996633,50.4227238666,2
PHR,108.707090584,91.8071962075,59
PPM,30.3970456835,31.8456242895,12
FL,37.9040104828,27.4034903116,108
FLR,2.84149195445,2.44073362371,147
PLP,83.5869844735,73.7705287922,22
PWS,82.1599024831,70.4420448798,38
PLJE,11.4254938201,9.69917727215,16
PUS,72.2221785175,64.0410732898,18
PBA,5.46817594167,5.34608131792,20
PCQ,22.6908820665,21.060931098,19
PGRL,17.284013607,17.5870097434,38
PLMD,8.51610265778,8.91699409799,12
PIL,40.7204089812,46.133130404,12
PGK,19.8806031654,14.1263640153,18
PBE,6.97750854629,3.01169535207,38
PDZ,17.2178335138,14.4797900527,10
PKW,112.045459182,111.047746173,42
PMKT,18.6877418573,18.4808975834,5
PMP,11.0072778876,8.97205251227,56
PQL,22.4482158279,16.7369356142,8
PDRD,115.974401642,124.882967653,12
PLW,18.5317017452,20.2097451212,6
PIZ,27.2546361978,18.5688182968,20
POR,17.5924558161,14.37237787,4
PLS,23.9206403523,20.7115516601,21
PPR,14.3722084534,14.2261759156,12
PPI,65.5912310028,50.2913410381,90
POF,91.6292844818,92.331031449,28
PPF,10.8288742354,11.3986300526,4
PPLI,7.60133106642,3.78668386653,6
PIP,7.76474983171,7.11322864729,18
PPD,13.4244171186,12.9819388729,14
PPG,11.590245898,12.6876307425,12
PPA,130.763686645,115.647869674,22
PPC,110.848424562,99.2897036362,28
PIA,29.9141710858,21.2389236293,18
PFL,0.868098159509,0.910949113779,4
PPH,60.1087133893,67.1165553728,14
PUO,22.3819775823,25.0023503711,5
PVRD,19.8048053345,20.3618592457,28
PPT,65.1650762418,53.4765377985,32
PRTL,8.76273686683,8.91574048037,18
PHV,134.550244316,129.642945987,4
PRM,29.9516387646,28.0873029916,6
PW,7.59146242761,8.63504503802,6
PMR,99.5411183642,93.0599840574,22
PAP,24.2649292538,23.2726122372,31
PLY,7.90060829562,8.05284530248,32
PBKS,9.09540968665,8.57354916463,8
PCZ,67.4564996004,59.2608543509,12
PTJ,11.9684913617,11.1270378076,40
PKNS,13.822179498,7.96364907951,12
PHN,174.144968618,144.354636564,30
PKF,41.5135502683,36.2734788637,10
POK,14.2878772489,14.3133652226,6
PRL,2.21304612098,2.17139171903,12
PDU,13.3524176503,12.5295451086,16
GOC,2.39801165636,2.29608139554,34
PDO,33.2824255588,35.4942332467,6
PPJ,43.0382160785,36.8435760833,4
PBR,17.8357578971,16.1692643489,26
PRNR,25.1490275893,25.914011906,2
PST,19.8202370432,17.8886945861,8
PFT,18.8665559335,17.0089953276,26
POT,11.2122726591,11.2677288694,10
PTKP,86.9386864675,77.9873498424,12
POO,23.9524653074,26.2219637481,10
POZ,34.2788940112,22.9642817106,13
PRKD,99.4412940272,100.377501691,4
PRH,43.5091282723,41.7232781052,14
PKA,26.0225065532,24.627144123,24
PNE,19.4160045848,18.0737338138,36
PSPY,19.5404294729,18.2441100001,8
PRG,91.2467565014,83.4280514652,50
PDY,10.543939655,6.35538187802,32
PUK,11.34172335,11.3086780317,20
PDKT,9.87208841821,4.9888527614,28
PGR,9.19408867174,9.07462593452,22
PRV,11.273345579,12.2895260494,6
PLO,17.7068125374,13.7469206215,36
PCL,1.37952707685,1.28758725125,4
PUA,45.9054235996,43.4258860397,12
PMT,12.665919736,13.1448999644,8
PUU,4.56655260961,4.87629144677,14
PHK,86.6633544761,78.5084749982,33
PNW,9.0080725211,7.65119318076,20
PUN,11.9530677577,11.2040027329,14
PDA,10.5435692161,9.67855403201,74
PUNE,20.8661885646,17.5701718066,272
PNQ,9.7290114694,9.49880920566,26
PPN,18.4355110933,16.2455002571,32
PNSA,12.4907388141,10.4630419974,12
PB,27.5905068799,20.4862863509,30
PNI,107.112881236,126.607814625,6
PP,4.86082658591,4.18876267065,10
PSAE,3.80890529834,3.34813015688,44
PURI,41.8644449241,33.3838955251,103
PAU,22.4943105102,17.0084707274,97
PRNC,61.030560976,57.2441339233,8
PRNA,64.3474132046,63.1099598363,26
PRKE,82.2238732083,91.6176592522,7
PRR,39.6242344724,31.5184458899,83
PSE,86.49510347,80.3266994919,12
PUSA,6.74935070568,6.64790564374,6
PTT,6.25131371693,6.66146245752,12
PCU,12.1559756953,10.2246000735,16
PUT,15.0218520175,15.2427929646,26
PQN,100.438900939,95.4806586043,19
QLD,19.0682581809,17.3918689371,40
RCG,18.1436649777,16.8468316015,6
RDF,7.12576773514,6.74371636158,12
RQP,23.7357845007,24.2239848687,4
RDHP,17.1483470066,18.1354182511,10
RDP,115.081655005,119.643943349,13
RBL,105.912984496,94.0666655458,90
RFJ,106.746438156,81.8255584877,32
RGU,56.5264999095,43.8230108598,10
RGPM,98.5793872382,89.9192718541,10
RGP,19.8112824623,15.0650396386,10
RPR,102.66289631,85.7398718224,28
RCTC,18.1508892699,15.9076622277,10
RRS,53.200460854,47.7626900451,14
RHMA,22.2237264063,19.2260821594,12
RNBT,59.219764608,58.7169905424,8
RBD,82.9600354481,92.2841011552,14
RMP,14.3644970506,13.6017289144,10
RRI,55.4092154896,34.7208708222,8
RSNR,11.5645393198,6.0515513852,8
RC,32.1475521897,25.3258326122,78
RGJ,115.081655005,119.643943349,13
RIG,35.0246470188,28.3661617774,55
RAG,15.4896294569,12.3981074105,10
RKB,28.3873377326,23.3919560541,34
MTPR,8.18695404863,4.16533342757,6
R,33.9018124652,27.9724176747,188
RAIR,51.3548100561,35.7374030955,30
RSI,96.2650674641,102.296969521,10
RWL,38.5985772167,36.841741182,24
GP,27.0802729957,22.1388269131,39
RJN,29.1349703067,23.0476809898,78
RJK,72.1906447914,76.0649700257,25
RKM,107.092874889,79.3303697668,64
RJB,9.6093642766,9.11316955052,8
RJR,29.1566085625,23.3919200535,14
RJY,29.7623502518,25.1691052073,210
RJA,103.93486269,86.1018271964,20
RNN,35.4787485835,34.2508360473,4
RJPM,9.09540968665,8.57354916463,8
RJAP,30.0799868512,33.165170573,7
RAJP,56.4867386592,53.6028097817,10
RJI,78.1454516144,78.604296318,24
RCD,1.95082627676,1.70250859246,46
RJO,105.99526479,100.649465537,12
RJQ,2.43181818182,1.62878787879,14
RHG,35.9486297734,30.9887818693,26
RG,114.757048985,106.93011376,15
RGD,80.4462187357,65.38792613,20
RJG,37.7508135496,34.6786229413,26
RJS,9.36293724369,10.3296428349,6
RKSN,20.4077616212,17.4710100155,33
RKZ,15.8732376558,15.4216297264,6
RJT,34.0261250374,19.0011161914,99
RM,20.7948857639,18.7051775855,9
RPJ,106.450210937,73.4309864354,90
RJU,1.66666666667,0.0,2
RLA,7.95926559209,5.76770708283,8
RHE,10.3988344997,8.27448699776,24
RMC,109.671831935,104.781113785,12
RMJK,54.7153385616,44.0554096105,10
RMN,14.4008926055,11.6388152251,10
RMGM,14.0279552956,13.4476907025,37
RMD,10.9143964763,5.49615077455,24
RMNP,15.0415886181,15.0780459308,13
RRJ,37.7013318689,35.2006327489,4
RBA,10.5669552364,8.86963617857,14
RBZ,74.4781586294,65.7838121338,24
RDRA,31.8009164235,27.6318433189,18
RMM,10.9143964763,5.49615077455,24
RGB,79.4222098767,80.4044307791,16
RMA,35.4478027653,26.4054030447,59
RMT,125.624106596,111.268806236,18
RGH,67.6911438798,55.1384181648,16
RGI,4.4036245815,3.86700047836,13
RDM,85.1435109234,65.9972185144,90
RKL,80.4826494532,71.5190420404,14
RMF,75.1060490888,67.1169049954,8
RMR,25.3300515334,22.5293888123,27
RMRB,6.39421488995,6.00490281224,10
RA,6.85207892967,1.76399868134,6
RMU,93.0991856699,76.5779951621,72
RMPB,19.023469289,18.5622517694,6
RDUM,81.9007360295,76.1367732353,22
RPH,30.2099959277,25.3290434754,137
RMB,11.345623288,6.02740212249,12
PUL,42.7499659154,30.4307921388,26
RSG,5.44867373675,5.1266471994,22
RHA,5.10044715227,4.53984645667,208
RNL,18.9142484525,18.8093409184,5
RPZ,55.6094697957,46.2724379578,30
RWO,2.89371970158,2.38333179298,14
RNC,49.6768252281,41.2430809028,90
RRME,84.5584177422,77.9532465088,12
RNGG,2.0535689459,1.40007080147,4
RPAN,20.7553570777,13.8422736297,30
RGM,29.8687942947,31.3858054648,14
RRGA,27.3598821118,30.1561521584,8
RNY,96.2351353351,75.1553486923,97
RMH,6.45872268431,7.7923719581,6
RANI,21.5294411755,18.1060851381,28
RNR,13.1257735348,12.7101962921,45
RNG,65.1915442216,55.2093581342,79
RNV,5.44191806095,5.15358193079,12
RNJD,60.7376836483,36.9437540157,6
RNE,44.810941712,28.4323843514,10
RNO,8.92496677895,8.1783549392,23
RUR,4.09575712314,2.79141075999,16
RNT,19.8658947999,16.6234481354,8
RCJ,76.1620077257,74.7498109695,4
RTI,19.0945151527,20.7002701198,10
RPRL,36.2452565831,32.6933657159,14
RSYI,48.4293896099,47.3261894449,8
RASP,6.08094623186,6.15584859149,10
RSR,85.6721903896,64.7524365006,19
RUB,212.834587021,204.45424275,2
RYS,105.107274278,118.550213841,9
RSH,2.67984581843,0.702351190476,4
RTGH,35.3718328957,28.170973656,30
RPUR,39.7813342462,36.8844882487,21
RTP,42.9231729894,36.8635820728,10
RDDE,15.8111801772,12.3719591113,24
RTM,41.9795054322,29.3889858537,182
RN,39.6142646145,37.0461737215,78
RNU,5.0317891837,4.46551020408,4
RAU,2.43181818182,1.62878787879,14
RUL,9.32360204702,8.95658339663,6
RPK,21.7745785464,15.2948260775,16
RV,71.8041772578,59.5274149575,17
RVD,47.2403809168,45.7304580596,8
RVKH,83.1149577951,72.6721262211,14
RDT,8.3263126679,7.94833577575,12
RWJ,23.2475117442,19.620930728,7
RXL,117.50242848,99.9321493151,40
RAY,137.928514556,120.650214425,17
RAYA,24.6474472957,20.6049727172,8
RDG,1.38768688384,1.4515993266,4
RGDA,22.856667639,20.6718768615,63
RLO,14.4619384417,12.357501827,6
RYP,61.6082501224,64.0388599348,10
RBG,12.3664925084,9.70687585846,21
RJP,14.5296968472,14.6593453372,37
RECH,90.705560191,82.7756006754,11
RPL,14.7338940425,14.7282363634,4
RLL,22.7834733894,22.030806288,2
REG,47.2403809168,45.7304580596,8
REJ,8.35987351083,8.47993617213,28
REN,12.7180234067,11.5859767165,14
RGL,25.0491444214,19.609746959,27
RU,28.8199939854,23.7733911537,170
RNQ,114.342365781,102.717389443,24
RNW,20.4319584848,10.6358205699,8
ROI,63.4381123508,57.2526960158,8
RBK,86.4567803669,86.730658299,14
RAL,9.71730386536,10.6017414923,14
RAKL,21.5932335507,21.2848677997,6
REWA,26.7031890741,20.3391432041,18
RE,32.6273643096,25.8098959392,134
RRL,6.81962022866,6.01476884468,12
RGS,25.9292454851,13.3031478858,16
RSA,0.019801980198,0.0277777777778,14
RKSH,27.0656137676,27.8940261385,12
RS,41.1623190444,36.7122319861,20
REI,13.2260500817,13.373285999,12
RJPB,115.585424734,100.079552578,97
RKO,7.97542345608,7.2927052366,33
RQJ,11.7784465076,10.903805952,19
RBGJ,145.50243955,135.746637099,19
ROB,20.2730402948,16.9881494953,12
ROHA,37.3014866384,35.6766276664,19
RT,15.8732376558,15.4216297264,6
ROK,37.9511921749,28.2371784601,103
RK,104.339635338,65.8349944975,84
RHN,27.5831915445,26.1973014486,15
RGO,21.5588274269,16.5188971714,31
ROU,32.2589541233,26.3037276269,111
RWH,2.0535689459,1.40007080147,4
RWTB,1.00445838977,0.732290640394,18
RPM,9.26475266298,7.08903747537,121
ROZA,86.2856139347,82.0109357891,38
RDL,134.548620901,111.678322411,35
RUPC,39.8621613428,28.207123547,18
RKD,11.2310038212,10.8345792209,20
RMY,26.9695991781,20.3324173465,10
RUI,7.77169282674,7.53048436021,14
RNH,13.3965312838,13.9773889045,18
RUSD,228.868343095,213.902786136,10
RUM,129.56837929,146.51501347,10
RPD,11.4999695208,11.8808598539,14
RBS,63.6871305156,47.7511134117,12
RPAR,21.9089720489,14.1741892847,24
RNPR,59.1708237699,51.2915316388,20
RPRD,25.0517684249,22.1637617628,29
ROP,11.0526612696,10.708866949,32
RURA,185.366508355,163.803682084,25
ROA,81.009278638,69.1784263532,20
RTA,41.3823343396,27.5873365762,42
SBV,75.023794086,61.6757765773,38
SKAP,1.11111111111,0.0,6
SNC,51.4439692821,41.2889044741,8
SVPM,40.1629814081,36.1046302487,10
SBT,15.1009387991,9.07616956152,29
SBI,27.158805804,21.638512965,43
SBO,87.3035480394,70.4646256582,22
SR,4.85997910136,1.94940359477,4
SCH,8.96772106866,8.95026209406,22
DSB,25.9550374502,24.1813278489,61
SSPD,16.3842541286,7.06620966181,4
SDT,54.8629723381,56.6076682307,20
SDE,66.866469293,58.5328429761,26
SDLP,32.152903034,25.3578363289,34
SDS,9.43005960638,2.29902120923,8
SGJ,112.063685095,100.284890586,12
SFH,75.9401551025,72.4893059957,21
SFX,7.97542345608,7.2927052366,34
SFR,6.51341944185,4.99697093911,6
SGDP,20.8736810519,20.9808154768,4
SRF,3.10176778428,2.51879773445,10
SDI,5.2102380563,3.37011959938,16
SGL,141.088009708,116.322005461,58
SAO,11.3197694693,10.9440282099,10
SRE,127.932946955,96.796050093,158
SHC,69.6953158151,58.9505205953,48
SHSK,7.35421805897,6.15155350146,12
STW,82.807880288,62.7723696343,14
SAHL,74.6450318471,76.5286774629,2
SBB,40.0494294622,37.3158552072,128
SBG,72.3993995155,58.8126665367,54
SKJ,57.4402135631,48.9609064873,21
SASN,15.5864627456,9.45909956394,20
SWA,87.6485527635,82.136515506,17
SSPN,32.6316910927,24.8325618289,24
SADP,16.0407632983,15.3839872034,18
SYJ,96.9759976844,85.1231925827,18
SNSI,21.807882309,16.0667919709,28
SFC,26.8773928677,23.320558352,14
SNT,21.2195210814,18.3343388133,76
SYWN,232.736901822,208.911757771,5
SLD,45.5758131213,37.1663558058,19
SIL,31.801750164,25.9242513289,48
SKF,52.2808031005,53.522775096,15
SKR,2.91047412764,2.47025791614,10
SK,14.9478368547,15.8781424581,4
SKLR,15.1029695498,14.1222832215,6
SKI,94.6658595822,76.4716006737,58
SLJ,52.9486070703,43.4776982276,20
SKGH,100.907506671,96.2445825757,11
SKT,30.2416900849,23.9842740463,26
SQQ,19.4382826439,19.0877058744,6
SYA,13.2260500817,13.373285999,12
SMT,24.8414291475,25.1233062534,12
SLS,51.5305518023,49.5183483631,16
SALE,10.5810790079,9.88052929932,45
SLNA,51.209784873,43.2797039585,16
SZ,7.77687447642,7.20982246157,16
SLB,6.51097053536,6.50315445913,28
SCA,12.9874158249,13.1556809667,12
SKS,26.2422181367,21.652552004,21
SA,31.6830975797,26.6284372143,199
SXT,8.91598772956,8.64418108843,13
SJSM,9.28571428571,0.0,2
SRU,70.9305788063,63.0223249657,30
SALI,14.9478368547,15.8781424581,4
SCKR,84.4720911571,78.2866747533,14
SLKR,11.9989304516,11.9667578295,12
SRI,101.43059329,104.869934111,15
SLR,32.8981409581,31.248713823,6
SYL,21.2993656268,17.1470824017,8
SAL,4.99973812642,4.11225273573,11
SIOB,42.9819979862,33.8116784005,38
SMK,40.7828610337,30.1362716854,37
SLO,26.2366839849,22.6115921018,147
SLY,8.08846365183,7.72491697673,12
SQE,43.7884408931,31.5722704385,9
SPJ,119.89278538,94.7195093171,173
SMBX,62.9740886611,47.6588384267,33
SBP,30.1873546601,26.1034075521,79
SBPY,70.1547066835,42.322807459,12
SBPD,30.9214466234,27.1439641343,37
SBR,81.3838247426,54.8367533515,14
SMR,31.7498461381,27.0389714602,26
SMLA,14.4719997988,13.7867229604,14
SPZ,40.711039652,34.9543190013,40
SM,26.2876176395,23.213257524,35
SMAE,3.83515486007,3.35229881461,43
SMTA,20.7294573832,18.335642167,4
SNL,51.9454550034,43.9712820521,9
SAU,10.3027049174,2.98650629379,12
SNF,23.4887788519,17.6594527606,24
SWD,11.010484277,8.71585102317,12
SCI,36.320655194,30.9539808137,16
SAN,89.6702104855,84.1901542503,37
SNX,1.43803418803,1.60087719298,9
SNGR,13.822179498,7.96364907951,12
SNGN,16.7596035548,14.3546794366,6
SGRA,22.4838196924,15.5234619599,14
SGF,8.55505516495,7.02648795061,10
SLI,21.3719018254,18.9503334306,43
SGR,53.7184502825,52.9809804267,10
SGLA,4.45775816762,4.72093173882,12
SAG,37.3862432078,24.6831035902,41
SAC,19.0809907368,18.7343045854,8
SNJL,15.3536121673,14.3043478261,1
SJN,8.49424023764,8.19732845548,28
SANK,99.611894916,94.1950973529,6
SNKR,7.77169282674,7.53048436021,14
SNKL,9.09540968665,8.57354916463,8
SGE,12.1937004774,11.1805044964,16
SNQ,45.0093041189,42.4703410033,18
SXP,33.9310250939,16.9701853833,12
SOA,4.34039041826,1.84393674448,18
SNRR,88.4829029273,80.2889832337,10
SAT,14.1004710788,13.7866479066,12
SNTD,7.53647985228,7.37177306132,18
SNLR,20.7623568352,21.9874546321,8
SAB,23.9524653074,26.2219637481,10
SRC,12.1706368436,11.0963540183,277
SNVR,64.8811799739,39.5621344485,5
SVM,17.4800562101,13.2831149626,25
SVO,7.59146242761,8.63504503802,6
SPX,2.91785714286,1.2125,10
SAPE,78.7574613871,78.1325667612,4
SPK,10.5829309502,4.2831179478,8
SAH,7.04779607189,7.11424866962,64
SDH,10.8288742354,11.3986300526,4
SRBA,6.28793894845,6.1322117269,13
SGV,8.60953495916,8.73255062279,26
SAI,220.637988943,217.345652826,10
SYC,80.1238938325,70.0747418368,10
SQN,119.09008625,112.496522503,14
SMZ,60.3514199463,43.5738465939,17
SFW,43.6346395404,29.8392287368,10
SRWN,4.74861464837,4.25623022146,25
SBRA,10.9685346636,11.0420018615,10
SANR,48.8509466054,45.8377957013,10
SUA,4.7485897829,4.38952078189,23
SGAM,120.999462084,111.951758717,8
SSR,2.51481221276,2.50431661148,6
SIQ,108.033733095,120.4946464,13
SRNT,77.3471216639,76.0309739356,27
SRL,60.7376836483,36.9437540157,6
SZB,19.3384369183,19.4770591724,9
SZA,17.2639325372,17.2884138941,6
SZR,26.2858904512,16.4657946755,21
SRPR,1.119492138,0.859159124708,14
SVD,44.810941712,28.4323843514,10
SSM,140.436494757,109.339565864,83
SNS,99.5499558939,94.6161160041,12
SSN,27.729482445,26.0524967291,10
STKT,21.9317395741,21.9014244048,30
STR,22.6945021701,20.7922780422,47
STJT,100.020659028,92.7380706861,13
SAHI,151.299424192,135.759706225,16
SAA,62.2142336325,50.2737513004,12
SWF,15.945701845,16.1967989731,8
STA,71.9846201045,54.114993326,163
STNL,6.1362044807,5.36701644513,14
STD,16.3352337132,13.5613084214,18
SAP,21.1627697389,21.5567476839,36
STUR,30.3970456835,31.8456242895,12
SCO,44.810941712,28.4323843514,10
SRT,14.4965225624,12.7613811364,65
SGO,37.9967459789,27.6313067885,71
SNH,3.94249252851,3.20364629764,11
SYM,31.3915692518,33.2629740367,11
SVNR,3.94249252851,3.20364629764,11
SVX,58.6059014625,58.2775315733,6
SVKD,9.00803207966,6.72899159664,6
SAV,70.4354470567,57.8633963502,6
SWM,64.0777815621,45.2678457321,137
SVG,33.5815951439,33.9575139516,8
SWV,44.5923275244,41.5515905589,24
SYN,9.67434233902,9.10460410067,18
SBBJ,25.6844988309,28.0543796409,11
SBW,9.83559906821,10.1674374355,4
SDAH,8.38030182862,6.56583611766,751
SC,19.1098887345,14.7261806615,284
SEH,26.9688258819,24.0717802289,46
SELU,18.9837630134,14.0176738999,40
SMO,65.7636794608,56.3327859103,21
SRKI,14.38318139,12.2399393053,14
SEN,22.4247938781,19.5316333072,6
SCE,1.49167843814,1.34821428571,8
SEU,10.3295932261,10.073544928,11
SCT,5.21628603749,5.07054804777,16
SEO,111.754837591,106.434122002,19
SHE,6.37280674211,5.11237240553,264
SEM,19.7644897566,16.9913636605,28
SRP,7.72082557342,6.15148651778,269
SF,14.7338940425,14.7282363634,4
SET,8.92958303539,8.59501177692,9
SEGM,63.9381431519,46.8978826838,77
SWPR,105.726862258,97.8772250607,19
SDNR,2.03092021561,1.88627880853,14
SHDR,14.38318139,12.2399393053,14
SHNR,48.9125320205,46.3813314276,32
SDB,18.4957015727,17.9386158277,44
SHDM,64.8743460654,55.4789542471,27
SDL,41.7515402822,31.1729670718,59
SHG,119.025294927,95.1418128393,64
SZP,5.85769144634,3.80606720923,11
SPN,147.366049184,122.965990551,119
SPP,124.404554459,98.5704763538,24
SAR,149.888238996,183.720396827,4
STSN,7.19215218744,7.73021978022,2
SFY,48.9076581845,31.0964095687,28
SKTN,90.0294192419,82.8513857824,6
SSB,43.2235136065,35.0149869217,90
SHM,20.7843828872,18.0410845653,40
SCQ,29.616945131,29.802041612,18
SMP,6.1621610005,4.57393877132,12
SGZ,24.6165735232,17.335646208,45
SMQL,34.3069754384,33.9800786487,26
SRJ,91.0889182542,76.6820671933,25
SKP,22.3156705477,17.5937652652,32
SAS,19.2669862888,16.1541645561,4
SED,5.97664717945,6.57826943056,12
SEG,19.9991474945,17.2119609121,40
SHK,76.9255008212,73.3873063453,18
SLGH,41.3143968038,30.2774089861,10
SEI,30.5565068039,22.9494815277,4
SHNX,17.8553030617,16.0192875069,8
SPDR,8.46841527388,7.49050648451,8
SRKN,9.28571428571,0.0,2
SRTL,30.7059174483,27.6020633283,43
SKB,177.524247462,145.680875196,55
SMLG,82.3223400129,77.9656756757,2
SME,3.92398936624,3.60239861023,18
SMET,3.31366737034,3.11593686989,24
SHMI,28.0810683682,24.7280055163,4
SIW,4.13180079588,4.05597952302,5
